Type,Domain,Prefix,Namespace,sbr-nl,allowed
namespaces,ocw,gpl,http://xbrl.org/2013/preferred-label,False,False
namespaces,ocw,ea,http://xbrl.org/2008/assertion/existence,False,True
namespaces,ocw,kvk-i,http://www.nltaxonomie.nl/nt16/kvk/20211208.a/dictionary/kvk-data,True,True
namespaces,ocw,nl-cd,http://www.nltaxonomie.nl/nt16/sbr/20210301/dictionary/nl-common-data,True,True
namespaces,ocw,kvk-abstr,http://www.nltaxonomie.nl/nt16/kvk/20211208.a/presentation/kvk-abstracts,True,True
namespaces,ocw,pf,http://xbrl.org/2008/filter/period,False,True
namespaces,ocw,rj-cp-i,http://www.nltaxonomie.nl/nt16/rj/20211208.a/dictionary/rj-cp-data,True,True
namespaces,ocw,xbrli,http://www.xbrl.org/2003/instance,False,True
namespaces,ocw,xfi,http://www.xbrl.org/2008/function/instance,False,False
namespaces,ocw,bzk-wnt-dim,http://www.nltaxonomie.nl/nt16/bzk/20211208.a/dictionary/bzk-wnt-axes,True,True
namespaces,ocw,bzk-wnt-i,http://www.nltaxonomie.nl/nt16/bzk/20211208.a/dictionary/bzk-wnt-data,True,True
namespaces,ocw,bf,http://xbrl.org/2008/filter/boolean,False,True
namespaces,ocw,ocw-dm,http://www.nltaxonomie.nl/nt16/ocw/20220216.a/dictionary/ocw-domains,True,True
namespaces,ocw,ocw-dm-nieuw,http://www.nltaxonomie.nl/nt16/ocw/20220216.a/dictionary/ocw-domains-nieuw,True,True
namespaces,ocw,ocw-wnt-i,http://www.nltaxonomie.nl/nt16/ocw/20220216.a/dictionary/ocw-wnt-data,True,True
namespaces,ocw,ocw-abstr,http://www.nltaxonomie.nl/nt16/ocw/20220216.a/presentation/ocw-abstracts,True,True
namespaces,ocw,ocw-ohu-dim,http://www.nltaxonomie.nl/nt16/ocw/20220216.a/dictionary/ocw-ohu-axes,True,True
namespaces,ocw,ocw-ohu-dm,http://www.nltaxonomie.nl/nt16/ocw/20220216.a/dictionary/ocw-ohu-domains,True,True
namespaces,ocw,ocw-wnt-types,http://www.nltaxonomie.nl/nt16/ocw/20220216.a/dictionary/ocw-wnt-types,True,True
namespaces,ocw,nl-types,http://www.nltaxonomie.nl/nt16/sbr/20210301/dictionary/nl-types,True,True
namespaces,ocw,ocw-ohu-i,http://www.nltaxonomie.nl/nt16/ocw/20220216.a/dictionary/ocw-ohu-data,True,True
namespaces,ocw,sbr,http://www.nltaxonomie.nl/2011/xbrl/xbrl-syntax-extension,True,True
namespaces,ocw,nl-codes,http://www.nltaxonomie.nl/nt16/sbr/20210301/dictionary/nl-codes,True,True
namespaces,ocw,ocw-codes,http://www.nltaxonomie.nl/nt16/ocw/20220216.a/dictionary/ocw-codes,True,True
namespaces,ocw,ocw-types,http://www.nltaxonomie.nl/nt16/ocw/20220216.a/dictionary/ocw-types,True,True
namespaces,ocw,ocw-wnt-codes,http://www.nltaxonomie.nl/nt16/ocw/20220216.a/dictionary/ocw-wnt-codes,True,True
namespaces,ocw,ocw-lr-o,http://www.nltaxonomie.nl/nt16/ocw/20220216.a/dictionary/ocw-linkroles-education,True,True
namespaces,ocw,ref,http://www.xbrl.org/2006/ref,False,True
namespaces,ocw,num,http://www.xbrl.org/dtr/type/numeric,False,False
namespaces,ocw,formula,http://xbrl.org/2008/formula,False,True
namespaces,ocw,table,http://xbrl.org/2014/table,False,False
namespaces,ocw,bzk-wnt-abstr,http://www.nltaxonomie.nl/nt16/bzk/20211208.a/presentation/bzk-wnt-abstracts,True,True
namespaces,ocw,ocw-abstr-cp,http://www.nltaxonomie.nl/nt16/ocw/20220216.a/presentation/ocw-abstracts-cp,True,True
namespaces,ocw,ocw-rpt-wnt,http://www.nltaxonomie.nl/nt16/ocw/20220216.a/entrypoints/ocw-rpt-wet-normering-topinkomens-2021,True,True
namespaces,ocw,ocw-rpt-bi,http://www.nltaxonomie.nl/nt16/ocw/20220216.a/entrypoints/ocw-rpt-beleidsinformatie-2021,True,True
namespaces,ocw,ocw-rpt-o,http://www.nltaxonomie.nl/nt16/ocw/20220216.a/entrypoints/ocw-rpt-jaarverantwoording-2021-nlgaap-onderwijsinstellingen,True,True
namespaces,rj,link,http://www.xbrl.org/2003/linkbase,False,True
namespaces,rj,xbrldt,http://xbrl.org/2005/xbrldt,False,True
namespaces,rj,xlink,http://www.w3.org/1999/xlink,False,True
namespaces,rj,gen,http://xbrl.org/2008/generic,False,True
namespaces,rj,ref,http://www.xbrl.org/2006/ref,False,True
namespaces,rj,reference,http://xbrl.org/2008/reference,False,True
namespaces,rj,xsi,http://www.w3.org/2001/XMLSchema-instance,False,True
namespaces,rj,label,http://xbrl.org/2008/label,False,True
namespaces,rj,rj-codes,http://www.nltaxonomie.nl/nt16/rj/20211208.a/dictionary/rj-codes,True,True
namespaces,rj,xbrli,http://www.xbrl.org/2003/instance,False,True
namespaces,rj,xs,http://www.w3.org/2001/XMLSchema,False,True
namespaces,rj,jenv-codes,http://www.nltaxonomie.nl/nt16/jenv/20211208.a/dictionary/jenv-codes,True,True
namespaces,rj,nl-codes,http://www.nltaxonomie.nl/nt16/sbr/20210301/dictionary/nl-codes,True,True
namespaces,rj,nl-types,http://www.nltaxonomie.nl/nt16/sbr/20210301/dictionary/nl-types,True,True
namespaces,rj,num,http://www.xbrl.org/dtr/type/numeric,False,False
namespaces,rj,rj-i,http://www.nltaxonomie.nl/nt16/rj/20211208.a/dictionary/rj-data,True,True
namespaces,rj,rj-cp-i,http://www.nltaxonomie.nl/nt16/rj/20211208.a/dictionary/rj-cp-data,True,True
namespaces,rj,rj-dm,http://www.nltaxonomie.nl/nt16/rj/20211208.a/dictionary/rj-domains,True,True
namespaces,rj,sbr,http://www.nltaxonomie.nl/2011/xbrl/xbrl-syntax-extension,True,True
namespaces,rj,rj-dim,http://www.nltaxonomie.nl/nt16/rj/20211208.a/dictionary/rj-axes,True,True
namespaces,rj,rj-lr,http://www.nltaxonomie.nl/nt16/rj/20211208.a/presentation/rj-linkroles,True,True
namespaces,rj,rj-abstr,http://www.nltaxonomie.nl/nt16/rj/20211208.a/presentation/rj-abstracts,True,True
namespaces,rj,rj-rpt-mg,http://www.nltaxonomie.nl/nt16/rj/20211208.a/entrypoints/rj-rpt-richtlijnen-voor-de-jaarverslaggeving-voor-grote-en-middelgrote-rechtspersonen,True,True
namespaces,rj,rj-rpt-k,http://www.nltaxonomie.nl/nt16/rj/20211208.a/entrypoints/rj-rpt-richtlijnen-voor-de-jaarverslaggeving-voor-kleine-rechtspersonen,True,True
namespaces,rj,rj-rpt-cp,http://www.nltaxonomie.nl/nt16/rj/20211208.a/entrypoints/rj-rpt-richtlijnen-voor-de-jaarverslaggeving-common-practice,True,True
namespaces,jenv,link,http://www.xbrl.org/2003/linkbase,False,True
namespaces,jenv,xbrldt,http://xbrl.org/2005/xbrldt,False,True
namespaces,jenv,xlink,http://www.w3.org/1999/xlink,False,True
namespaces,jenv,gen,http://xbrl.org/2008/generic,False,True
namespaces,jenv,xsi,http://www.w3.org/2001/XMLSchema-instance,False,True
namespaces,jenv,jenv-bw2-i,http://www.nltaxonomie.nl/nt16/jenv/20211208.a/dictionary/jenv-bw2-data,True,True
namespaces,jenv,jenv-codes,http://www.nltaxonomie.nl/nt16/jenv/20211208.a/dictionary/jenv-codes,True,True
namespaces,jenv,nl-codes,http://www.nltaxonomie.nl/nt16/sbr/20210301/dictionary/nl-codes,True,True
namespaces,jenv,nl-types,http://www.nltaxonomie.nl/nt16/sbr/20210301/dictionary/nl-types,True,True
namespaces,jenv,num,http://www.xbrl.org/dtr/type/numeric,False,False
namespaces,jenv,xbrli,http://www.xbrl.org/2003/instance,False,True
namespaces,jenv,xs,http://www.w3.org/2001/XMLSchema,False,True
namespaces,jenv,ref,http://www.xbrl.org/2006/ref,False,True
namespaces,jenv,jenv-bw2-dm,http://www.nltaxonomie.nl/nt16/jenv/20211208.a/dictionary/jenv-bw2-domains,True,True
namespaces,jenv,sbr,http://www.nltaxonomie.nl/2011/xbrl/xbrl-syntax-extension,True,True
namespaces,jenv,label,http://xbrl.org/2008/label,False,True
namespaces,jenv,jenv-bw2-dim,http://www.nltaxonomie.nl/nt16/jenv/20211208.a/dictionary/jenv-bw2-axes,True,True
namespaces,jenv,jenv-bw2-lr,http://www.nltaxonomie.nl/nt16/jenv/20211208.a/dictionary/jenv-bw2-linkroles,True,True
namespaces,jenv,reference,http://xbrl.org/2008/reference,False,True
namespaces,jenv,jenv-bw2-abstr,http://www.nltaxonomie.nl/nt16/jenv/20211208.a/presentation/jenv-bw2-abstracts,True,True
namespaces,jenv,jenv-rpt-bw2-bjb,http://www.nltaxonomie.nl/nt16/jenv/20211208.a/entrypoints/jenv-rpt-bw2-besluit-jaarrekening-banken,True,True
namespaces,jenv,jenv-rpt-bw2-vnvij,http://www.nltaxonomie.nl/nt16/jenv/20211208.a/entrypoints/jenv-rpt-bw2-vaststellingsbesluit-nadere-voorschriften-inhoud-jaarverslag,True,True
namespaces,jenv,jenv-rpt-bw2-ba10o,http://www.nltaxonomie.nl/nt16/jenv/20211208.a/entrypoints/jenv-rpt-bw2-besluit-artikel-10-overnamerichtlijn,True,True
namespaces,jenv,jenv-rpt-bw2-baw,http://www.nltaxonomie.nl/nt16/jenv/20211208.a/entrypoints/jenv-rpt-bw2-besluit-actuele-waarde,True,True
namespaces,jenv,jenv-rpt-bw2-bw2t9,http://www.nltaxonomie.nl/nt16/jenv/20211208.a/entrypoints/jenv-rpt-bw2-burgerlijk-wetboek-2,True,True
namespaces,jenv,jenv-rpt-bw2-bfw,http://www.nltaxonomie.nl/nt16/jenv/20211208.a/entrypoints/jenv-rpt-bw2-besluit-fiscale-waarderingsgrondslagen,True,True
namespaces,jenv,jenv-rpt-bw2-buprk,http://www.nltaxonomie.nl/nt16/jenv/20211208.a/entrypoints/jenv-rpt-bw2-besluit-uitvoering-publicatieverplichtingen-richtlijn-kapitaalvereisten,True,True
namespaces,jenv,jenv-rpt-bw2-bmj,http://www.nltaxonomie.nl/nt16/jenv/20211208.a/entrypoints/jenv-rpt-bw2-besluit-modellen-jaarrekeningen,True,True
namespaces,iasb,link,http://www.xbrl.org/2003/linkbase,False,True
namespaces,iasb,xlink,http://www.w3.org/1999/xlink,False,True
namespaces,iasb,xsi,http://www.w3.org/2001/XMLSchema-instance,False,True
namespaces,iasb,ifrs-mc,http://xbrl.ifrs.org/taxonomy/2020-03-16/ifrs-mc,False,False
namespaces,iasb,info,http://xbrl.iasb.org/info,False,False
namespaces,iasb,nonnum,http://www.xbrl.org/dtr/type/non-numeric,False,False
namespaces,iasb,num,http://www.xbrl.org/dtr/type/numeric,False,False
namespaces,iasb,xbrldt,http://xbrl.org/2005/xbrldt,False,True
namespaces,iasb,xbrli,http://www.xbrl.org/2003/instance,False,True
namespaces,iasb,xsd,http://www.w3.org/2001/XMLSchema,False,True
namespaces,iasb,ifrs-full,http://xbrl.ifrs.org/taxonomy/2020-03-16/ifrs-full,False,False
namespaces,iasb,ifrs-smes,http://xbrl.ifrs.org/taxonomy/2020-03-16/ifrs-smes,False,False
namespaces,iasb,xl,http://www.xbrl.org/2003/XLink,False,True
namespaces,ezk,link,http://www.xbrl.org/2003/linkbase,False,True
namespaces,ezk,xlink,http://www.w3.org/1999/xlink,False,True
namespaces,ezk,xbrldt,http://xbrl.org/2005/xbrldt,False,True
namespaces,ezk,gen,http://xbrl.org/2008/generic,False,True
namespaces,ezk,ref,http://www.xbrl.org/2006/ref,False,True
namespaces,ezk,reference,http://xbrl.org/2008/reference,False,True
namespaces,ezk,xsi,http://www.w3.org/2001/XMLSchema-instance,False,True
namespaces,ezk,ezk-ncgc-lr,http://www.nltaxonomie.nl/nt16/ezk/20211208.a/dictionary/ezk-ncgc-linkroles,True,True
namespaces,ezk,xs,http://www.w3.org/2001/XMLSchema,False,True
namespaces,ezk,ezk-ncgc-dm,http://www.nltaxonomie.nl/nt16/ezk/20211208.a/dictionary/ezk-ncgc-domains,True,True
namespaces,ezk,nl-types,http://www.nltaxonomie.nl/nt16/sbr/20210301/dictionary/nl-types,True,True
namespaces,ezk,label,http://xbrl.org/2008/label,False,True
namespaces,ezk,ezk-ncgc-dim,http://www.nltaxonomie.nl/nt16/ezk/20211208.a/dictionary/ezk-ncgc-axes,True,True
namespaces,ezk,xbrli,http://www.xbrl.org/2003/instance,False,True
namespaces,ezk,ezk-ncgc-i,http://www.nltaxonomie.nl/nt16/ezk/20211208.a/dictionary/ezk-ncgc-data,True,True
namespaces,ezk,nl-codes,http://www.nltaxonomie.nl/nt16/sbr/20210301/dictionary/nl-codes,True,True
namespaces,ezk,sbr,http://www.nltaxonomie.nl/2011/xbrl/xbrl-syntax-extension,True,True
namespaces,ezk,ezk-ncgc-abstr,http://www.nltaxonomie.nl/nt16/ezk/20211208.a/presentation/ezk-ncgc-abstracts,True,True
namespaces,ezk,ezk-rpt-ncgc,http://www.nltaxonomie.nl/nt16/ezk/20211208.a/entrypoints/ezk-rpt-ncgc-nederlandse-corporate-governance-code,True,True
namespaces,bd,link,http://www.xbrl.org/2003/linkbase,False,True
namespaces,bd,xlink,http://www.w3.org/1999/xlink,False,True
namespaces,bd,xsi,http://www.w3.org/2001/XMLSchema-instance,False,True
namespaces,bd,xbrldt,http://xbrl.org/2005/xbrldt,False,True
namespaces,bd,gen,http://xbrl.org/2008/generic,False,True
namespaces,bd,label,http://xbrl.org/2008/label,False,True
namespaces,bd,bd-lr-dm,http://www.nltaxonomie.nl/nt16/bd/20211208.b/validation/bd-linkroles-domains,True,True
namespaces,bd,xs,http://www.w3.org/2001/XMLSchema,False,True
namespaces,bd,bd-lr-dd,http://www.nltaxonomie.nl/nt16/bd/20211208.b/validation/bd-linkroles-axes,True,True
namespaces,bd,bd-dim-dom,http://www.nltaxonomie.nl/nt16/bd/20211208.b/validation/bd-domains,True,True
namespaces,bd,bd-types,http://www.nltaxonomie.nl/nt16/bd/20211208.b/dictionary/bd-types,True,True
namespaces,bd,sbr,http://www.nltaxonomie.nl/2011/xbrl/xbrl-syntax-extension,True,True
namespaces,bd,xbrli,http://www.xbrl.org/2003/instance,False,True
namespaces,bd,bd-lr-hd,http://www.nltaxonomie.nl/nt16/bd/20211208.b/validation/bd-linkroles-tables,True,True
namespaces,bd,bd-dim-dim,http://www.nltaxonomie.nl/nt16/bd/20211208.b/validation/bd-axes,True,True
namespaces,bd,bd-lr-def,http://www.nltaxonomie.nl/nt16/bd/20211208.b/dictionary/bd-linkroles-def,True,True
namespaces,bd,nl-types,http://www.nltaxonomie.nl/nt16/sbr/20210301/dictionary/nl-types,True,True
namespaces,bd,bd-codes,http://www.nltaxonomie.nl/nt16/bd/20211208.b/dictionary/bd-codes,True,True
namespaces,bd,bd-i,http://www.nltaxonomie.nl/nt16/bd/20211208.b/dictionary/bd-data,True,True
namespaces,bd,bd-t,http://www.nltaxonomie.nl/nt16/bd/20211208.b/dictionary/bd-tuples,True,True
namespaces,bd,nl-cd,http://www.nltaxonomie.nl/nt16/sbr/20210301/dictionary/nl-common-data,True,True
namespaces,bd,iso3166-enum-sbr,http://www.nltaxonomie.nl/nt16/sbr/20210301/dictionary/iso3166-countrycodes-2020-11-24,True,True
namespaces,bd,ref,http://www.xbrl.org/2006/ref,False,True
namespaces,bd,bd-dim-mem,http://www.nltaxonomie.nl/nt16/bd/20211208.b/dictionary/bd-domain-members,True,True
namespaces,bd,bd-lr-pre,http://www.nltaxonomie.nl/nt16/bd/20211208.b/presentation/bd-linkroles-pre,True,True
namespaces,bd,bd-abstr,http://www.nltaxonomie.nl/nt16/bd/20211208.b/presentation/bd-abstracts,True,True
namespaces,bd,bd-rpt-ob-sup,http://www.nltaxonomie.nl/nt16/bd/20211208.b/entrypoints/bd-rpt-ob-suppletie-2022,True,True
namespaces,bd,bd-rpt-ob,http://www.nltaxonomie.nl/nt16/bd/20211208.b/entrypoints/bd-rpt-ob-aangifte-2022,True,True
namespaces,bd,bd-rpt-vpb-sba,http://www.nltaxonomie.nl/nt16/bd/20211208.b/entrypoints/bd-rpt-vpb-sba-2022,True,True
namespaces,bd,bd-rpt-ihz-via,http://www.nltaxonomie.nl/nt16/bd/20211208.b/entrypoints/bd-rpt-ihz-via-2021,True,True
namespaces,bd,bd-rpt-icp,http://www.nltaxonomie.nl/nt16/bd/20211208.b/entrypoints/bd-rpt-icp-opgaaf-2022,True,True
namespaces,bd,bd-rpt-ihz,http://www.nltaxonomie.nl/nt16/bd/20211208.b/entrypoints/bd-rpt-ihz-aangifte-2021,True,True
namespaces,bd,bd-rpt-vpb,http://www.nltaxonomie.nl/nt16/bd/20211208.b/entrypoints/bd-rpt-vpb-aangifte-2021,True,True
namespaces,bd,bd-rpt-vpb-vrl,http://www.nltaxonomie.nl/nt16/bd/20211208.b/entrypoints/bd-rpt-vpb-verzoekwijzigingva-2022,True,True
namespaces,kvk,link,http://www.xbrl.org/2003/linkbase,False,True
namespaces,kvk,xlink,http://www.w3.org/1999/xlink,False,True
namespaces,kvk,bzk-ww-dm,http://www.nltaxonomie.nl/nt16/bzk/20211208.a/dictionary/bzk-ww-domains,True,True
namespaces,kvk,bzk-ww-i,http://www.nltaxonomie.nl/nt16/bzk/20211208.a/dictionary/bzk-ww-data,True,True
namespaces,kvk,cf,http://xbrl.org/2008/filter/concept,False,True
namespaces,kvk,crf,http://xbrl.org/2010/filter/concept-relation,False,True
namespaces,kvk,df,http://xbrl.org/2008/filter/dimension,False,False
namespaces,kvk,gen,http://xbrl.org/2008/generic,False,True
namespaces,kvk,jenv-bw2-dim,http://www.nltaxonomie.nl/nt16/jenv/20211208.a/dictionary/jenv-bw2-axes,True,True
namespaces,kvk,jenv-bw2-i,http://www.nltaxonomie.nl/nt16/jenv/20211208.a/dictionary/jenv-bw2-data,True,True
namespaces,kvk,rj-i,http://www.nltaxonomie.nl/nt16/rj/20211208.a/dictionary/rj-data,True,True
namespaces,kvk,va,http://xbrl.org/2008/assertion/value,False,True
namespaces,kvk,variable,http://xbrl.org/2008/variable,False,True
namespaces,kvk,xsi,http://www.w3.org/2001/XMLSchema-instance,False,True
namespaces,kvk,xbrldt,http://xbrl.org/2005/xbrldt,False,True
namespaces,kvk,msg,http://xbrl.org/2010/message,False,True
namespaces,kvk,xff,http://www.xbrl.org/2010/function/formula,False,False
namespaces,kvk,xs,http://www.w3.org/2001/XMLSchema,False,True
namespaces,kvk,label,http://xbrl.org/2008/label,False,True
namespaces,kvk,jenv-bw2-dm,http://www.nltaxonomie.nl/nt16/jenv/20211208.a/dictionary/jenv-bw2-domains,True,True
namespaces,kvk,rj-dim,http://www.nltaxonomie.nl/nt16/rj/20211208.a/dictionary/rj-axes,True,True
namespaces,kvk,acf,http://xbrl.org/2010/filter/aspect-cover,False,True
namespaces,kvk,kvk-abstr,http://www.nltaxonomie.nl/nt16/kvk/20211208.a/presentation/kvk-abstracts,True,True
namespaces,kvk,pf,http://xbrl.org/2008/filter/period,False,True
namespaces,kvk,rj-cp-i,http://www.nltaxonomie.nl/nt16/rj/20211208.a/dictionary/rj-cp-data,True,True
namespaces,kvk,rj-dm,http://www.nltaxonomie.nl/nt16/rj/20211208.a/dictionary/rj-domains,True,True
namespaces,kvk,bzk-wnt-i,http://www.nltaxonomie.nl/nt16/bzk/20211208.a/dictionary/bzk-wnt-data,True,True
namespaces,kvk,ea,http://xbrl.org/2008/assertion/existence,False,True
namespaces,kvk,gpl,http://xbrl.org/2013/preferred-label,False,False
namespaces,kvk,kvk-dm,http://www.nltaxonomie.nl/nt16/kvk/20211208.a/dictionary/kvk-domains,True,True
namespaces,kvk,bzk-wnt-dim,http://www.nltaxonomie.nl/nt16/bzk/20211208.a/dictionary/bzk-wnt-axes,True,True
namespaces,kvk,kvk-i,http://www.nltaxonomie.nl/nt16/kvk/20211208.a/dictionary/kvk-data,True,True
namespaces,kvk,bf,http://xbrl.org/2008/filter/boolean,False,True
namespaces,kvk,xfi,http://www.xbrl.org/2008/function/instance,False,False
namespaces,kvk,nl-cd,http://www.nltaxonomie.nl/nt16/sbr/20210301/dictionary/nl-common-data,True,True
namespaces,kvk,xbrli,http://www.xbrl.org/2003/instance,False,True
namespaces,kvk,bzk-ww-dim,http://www.nltaxonomie.nl/nt16/bzk/20211208.a/dictionary/bzk-ww-axes,True,True
namespaces,kvk,kvk-lr-ti,http://www.nltaxonomie.nl/nt16/kvk/20211208.a/dictionary/kvk-linkroles-housing,True,True
namespaces,kvk,kvk-ifrs-lr,http://www.nltaxonomie.nl/nt16/kvk/20211208.a/dictionary/kvk-linkroles-ifrs-full,True,True
namespaces,kvk,kvk-codes,http://www.nltaxonomie.nl/nt16/kvk/20211208.a/dictionary/kvk-codes,True,True
namespaces,kvk,ref,http://www.xbrl.org/2006/ref,False,True
namespaces,kvk,kvk-lr-np,http://www.nltaxonomie.nl/nt16/kvk/20211208.a/dictionary/kvk-linkroles-nonprofit,True,True
namespaces,kvk,kvk-lr-in,http://www.nltaxonomie.nl/nt16/kvk/20211208.a/dictionary/kvk-linkroles-insurance,True,True
namespaces,kvk,kvk-lr-fr,http://www.nltaxonomie.nl/nt16/kvk/20211208.a/dictionary/kvk-linkroles-fundraising,True,True
namespaces,kvk,kvk-lr-c,http://www.nltaxonomie.nl/nt16/kvk/20211208.a/dictionary/kvk-linkroles-cooperatives,True,True
namespaces,kvk,kvk-lr-hc,http://www.nltaxonomie.nl/nt16/kvk/20211208.a/dictionary/kvk-linkroles-health-care,True,True
namespaces,kvk,kvk-lr,http://www.nltaxonomie.nl/nt16/kvk/20211208.a/dictionary/kvk-linkroles,True,True
namespaces,kvk,kvk-ifrs-smes-lr,http://www.nltaxonomie.nl/nt16/kvk/20211208.a/dictionary/kvk-linkroles-ifrs-smes,True,True
namespaces,kvk,kvk-lr-p-f,http://www.nltaxonomie.nl/nt16/kvk/20211208.a/dictionary/kvk-linkroles-pension-funds,True,True
namespaces,kvk,sbr,http://www.nltaxonomie.nl/2011/xbrl/xbrl-syntax-extension,True,True
namespaces,kvk,kvk-lr-p-p-i,http://www.nltaxonomie.nl/nt16/kvk/20211208.a/dictionary/kvk-linkroles-premium-pension-institutions,True,True
namespaces,kvk,kvk-lr-b,http://www.nltaxonomie.nl/nt16/kvk/20211208.a/dictionary/kvk-linkroles-banks,True,True
namespaces,kvk,kvk-ifrs-full-dim,http://www.nltaxonomie.nl/nt16/kvk/20211208.a/dictionary/kvk-ifrs-full-axes,True,True
namespaces,kvk,kvk-lr-be,http://www.nltaxonomie.nl/nt16/kvk/20211208.a/dictionary/kvk-linkroles-investment-firm,True,True
namespaces,kvk,kvk-lr-fd,http://www.nltaxonomie.nl/nt16/kvk/20211208.a/dictionary/kvk-linkroles-foundations,True,True
namespaces,kvk,nl-codes,http://www.nltaxonomie.nl/nt16/sbr/20210301/dictionary/nl-codes,True,True
namespaces,kvk,nl-types,http://www.nltaxonomie.nl/nt16/sbr/20210301/dictionary/nl-types,True,True
namespaces,kvk,formula,http://xbrl.org/2008/formula,False,True
namespaces,kvk,table,http://xbrl.org/2014/table,False,False
namespaces,kvk,ifrs-smes,http://xbrl.ifrs.org/taxonomy/2020-03-16/ifrs-smes,False,False
namespaces,kvk,kvk-ifrs-smes-abstr,http://www.nltaxonomie.nl/nt16/kvk/20211208.a/presentation/kvk-ifrs-smes-abstracts,True,True
namespaces,kvk,ifrs-full,http://xbrl.ifrs.org/taxonomy/2020-03-16/ifrs-full,False,False
namespaces,kvk,kvk-abstr-ifrs,http://www.nltaxonomie.nl/nt16/kvk/20211208.a/presentation/kvk-abstracts-ifrs-full,True,True
namespaces,kvk,bzk-wnt-abstr,http://www.nltaxonomie.nl/nt16/bzk/20211208.a/presentation/bzk-wnt-abstracts,True,True
namespaces,kvk,kvk-abstr-cp,http://www.nltaxonomie.nl/nt16/kvk/20211208.a/presentation/kvk-abstracts-cp,True,True
namespaces,kvk,kvk-rpt-h-k,http://www.nltaxonomie.nl/nt16/kvk/20211208.a/entrypoints/kvk-rpt-jaarverantwoording-2021-nlgaap-klein,True,True
namespaces,kvk,kvk-rpt-ozw,http://www.nltaxonomie.nl/nt16/kvk/20211208.a/entrypoints/kvk-rpt-jaarverantwoording-2021-nlgaap-organisaties-zonder-winststreven,True,True
namespaces,kvk,kvk-rpt-be,http://www.nltaxonomie.nl/nt16/kvk/20211208.a/entrypoints/kvk-rpt-jaarverantwoording-2021-nlgaap-beleggingsentiteiten,True,True
namespaces,kvk,kvk-rpt-s,http://www.nltaxonomie.nl/nt16/kvk/20211208.a/entrypoints/kvk-rpt-jaarverantwoording-2021-nlgaap-stichtingen,True,True
namespaces,kvk,kvk-rpt-h-g,http://www.nltaxonomie.nl/nt16/kvk/20211208.a/entrypoints/kvk-rpt-jaarverantwoording-2021-nlgaap-groot,True,True
namespaces,kvk,kvk-rpt-ppi,http://www.nltaxonomie.nl/nt16/kvk/20211208.a/entrypoints/kvk-rpt-jaarverantwoording-2021-nlgaap-premiepensioeninstellingen,True,True
namespaces,kvk,kvk-rpt-vp-k,http://www.nltaxonomie.nl/nt16/kvk/20211208.a/entrypoints/kvk-rpt-jaarverantwoording-2021-nlgaap-klein-verticaal-publicatiestukken,True,True
namespaces,kvk,kvk-rpt-b,http://www.nltaxonomie.nl/nt16/kvk/20211208.a/entrypoints/kvk-rpt-jaarverantwoording-2021-nlgaap-banken,True,True
namespaces,kvk,kvk-rpt-ifrs-full,http://www.nltaxonomie.nl/nt16/kvk/20211208.a/entrypoints/kvk-rpt-jaarverantwoording-2021-ifrs-full,True,True
